Location,Area_sqft,BHK,Bathrooms,Furnishing,Property_Type,Facing,City_Zone,Parking_Type,Transaction_Type,Property_Age_Years,Floor,Distance_from_City_Center_km,Price
Mumbai,4087,1,3,Fully Furnished,Villa,North,Central,None,Resale,28,7,28.06,65689124.0
Kolkata,4338,1,2,Unfurnished,Independent House,South,Outskirts,Open,New,34,27,31.05,35082220.0
Pune,3889,5,2,Fully Furnished,Independent House,South,Suburb,Open,Resale,3,3,4.07,42813898.0
Chennai,1871,5,2,Fully Furnished,Apartment,East,Central,None,New,9,19,8.65,20393215.0
Delhi,737,2,3,Semi-Furnished,Independent House,South,Outskirts,Open,New,33,18,34.93,9251955.0
Bangalore,3481,1,1,Semi-Furnished,Villa,South,Outskirts,None,Resale,30,9,34.63,43877177.0
Hyderabad,3812,1,2,Semi-Furnished,Independent House,West,Central,Open,New,12,3,23.59,35019006.0
Kolkata,2792,2,2,Unfurnished,Independent House,North,Outskirts,Open,New,0,1,25.8,23692910.0
Mumbai,1376,4,2,Fully Furnished,Villa,South,Suburb,None,Resale,28,27,27.23,21979422.0
Hyderabad,2645,1,1,Fully Furnished,Apartment,North,Suburb,Open,Resale,20,24,16.51,22579882.0
Pune,4468,5,1,Semi-Furnished,Independent House,North,Suburb,Open,Resale,19,17,17.7,47319698.0
Delhi,2103,2,3,Fully Furnished,Villa,North,Outskirts,None,Resale,33,24,4.63,29656912.0
Kolkata,1271,1,4,Fully Furnished,Villa,East,Outskirts,None,New,1,16,34.84,11258745.0
Bangalore,3809,5,2,Fully Furnished,Independent House,East,Suburb,Covered,New,21,19,34.09,49930751.0
Kolkata,2989,3,4,Semi-Furnished,Villa,East,Central,Open,Resale,25,17,8.22,26118002.0
Chennai,1949,1,1,Semi-Furnished,Apartment,North,Central,Open,Resale,12,5,4.17,19407233.0
Hyderabad,3907,2,4,Unfurnished,Apartment,South,Central,None,New,12,2,12.36,35650705.0
Chennai,3021,5,3,Unfurnished,Independent House,South,Central,Covered,Resale,23,14,33.38,30152820.0
Pune,2929,1,1,Unfurnished,Apartment,North,Suburb,Covered,New,1,29,7.83,31750040.0
Bangalore,2557,5,2,Semi-Furnished,Apartment,South,Suburb,None,New,3,15,19.77,34681243.0
Hyderabad,2756,2,4,Semi-Furnished,Villa,South,Suburb,None,New,6,2,1.74,27059887.0
Pune,559,1,1,Fully Furnished,Villa,North,Central,Covered,New,34,25,13.06,5795253.0
Chennai,2502,2,1,Unfurnished,Villa,North,Suburb,Covered,Resale,30,3,27.66,24427522.0
Chennai,3208,4,4,Semi-Furnished,Apartment,West,Suburb,Open,Resale,21,26,17.55,32089410.0
Hyderabad,2399,1,4,Fully Furnished,Villa,West,Suburb,Covered,Resale,7,18,11.57,23360934.0
Bangalore,2981,1,4,Unfurnished,Apartment,South,Central,Covered,Resale,6,22,5.07,40046741.0
Chennai,3393,5,1,Fully Furnished,Apartment,South,Suburb,None,Resale,24,17,33.59,33123454.0
Delhi,3334,1,2,Semi-Furnished,Villa,South,Central,Open,Resale,13,25,14.73,46958582.0
Pune,2711,4,1,Unfurnished,Apartment,North,Central,None,Resale,2,15,26.43,28847655.0
Hyderabad,3195,5,2,Semi-Furnished,Independent House,West,Suburb,Open,New,1,23,5.2,31525755.0
Mumbai,3988,5,4,Fully Furnished,Villa,East,Suburb,Open,New,22,19,6.15,65852034.0
Mumbai,3516,3,4,Unfurnished,Independent House,South,Outskirts,None,New,13,5,30.12,55750318.0
Bangalore,4147,1,3,Unfurnished,Apartment,East,Outskirts,None,New,9,20,25.03,53112457.0
Delhi,2349,3,2,Unfurnished,Villa,West,Suburb,Covered,Resale,23,29,15.93,32937889.0
Chennai,1859,4,4,Fully Furnished,Apartment,East,Central,None,Resale,22,9,19.44,19561386.0
Mumbai,2851,1,2,Fully Furnished,Villa,West,Suburb,Open,New,22,6,19.97,45353566.0
Bangalore,3467,3,2,Semi-Furnished,Villa,East,Outskirts,Covered,New,21,9,19.5,45088691.0
Pune,4490,3,2,Fully Furnished,Independent House,North,Outskirts,Open,New,23,23,9.98,47573691.0
Delhi,3388,5,2,Fully Furnished,Apartment,West,Outskirts,Open,New,7,26,28.08,48007961.0
Delhi,1171,3,1,Unfurnished,Independent House,South,Central,Open,Resale,10,0,13.41,17102358.0
Kolkata,1511,3,3,Fully Furnished,Independent House,West,Central,Open,Resale,10,27,33.04,13246933.0
Bangalore,3711,1,2,Unfurnished,Independent House,West,Suburb,None,Resale,34,18,34.92,46468259.0
Bangalore,1994,1,2,Fully Furnished,Independent House,South,Central,None,Resale,14,13,29.22,26433838.0
Kolkata,3129,5,3,Semi-Furnished,Independent House,North,Central,Covered,New,7,13,3.89,29551206.0
Chennai,1681,1,4,Unfurnished,Apartment,West,Outskirts,Covered,Resale,21,29,27.28,15531287.0
Bangalore,3985,4,2,Fully Furnished,Apartment,East,Outskirts,None,Resale,33,19,1.2,51747897.0
Kolkata,3228,5,4,Fully Furnished,Independent House,South,Suburb,Covered,Resale,29,4,1.18,29054606.0
Chennai,2773,4,1,Semi-Furnished,Apartment,South,Outskirts,None,New,0,15,2.74,28823744.0
Chennai,741,1,3,Unfurnished,Villa,South,Suburb,Covered,Resale,6,24,19.0,8607806.0
Hyderabad,3218,1,1,Semi-Furnished,Apartment,West,Central,Covered,New,2,3,26.94,29579312.0
Delhi,3325,5,4,Semi-Furnished,Villa,North,Suburb,None,New,6,18,7.17,48510226.0
Pune,1672,3,3,Semi-Furnished,Apartment,North,Outskirts,Covered,New,22,15,19.12,17222003.0
Delhi,1109,2,1,Semi-Furnished,Independent House,North,Outskirts,Covered,New,25,13,21.21,15263411.0
Delhi,1138,2,4,Fully Furnished,Villa,West,Outskirts,Covered,New,11,14,10.47,17697411.0
Hyderabad,2178,1,4,Fully Furnished,Apartment,South,Suburb,Open,Resale,34,3,33.92,17547013.0
Chennai,4118,4,3,Semi-Furnished,Apartment,North,Central,None,Resale,29,25,27.37,40573652.0
Chennai,409,5,3,Semi-Furnished,Independent House,East,Suburb,Covered,New,32,29,15.02,4832801.0
Bangalore,2137,3,4,Fully Furnished,Apartment,West,Outskirts,None,New,29,27,34.72,26604062.0
Hyderabad,2978,1,4,Unfurnished,Apartment,West,Outskirts,None,New,8,24,32.77,26714385.0
Bangalore,1958,4,1,Fully Furnished,Apartment,North,Outskirts,Open,New,10,5,5.12,26853862.0
Hyderabad,2542,1,1,Fully Furnished,Apartment,East,Central,Open,Resale,1,11,27.67,23168214.0
Bangalore,3023,2,4,Fully Furnished,Villa,East,Central,None,New,12,0,27.48,40360473.0
Mumbai,4400,1,2,Semi-Furnished,Independent House,East,Central,Covered,Resale,7,17,12.72,71310695.0
Kolkata,2543,4,3,Semi-Furnished,Independent House,South,Suburb,None,Resale,15,8,6.24,22902841.0
Delhi,1264,2,3,Semi-Furnished,Villa,West,Outskirts,None,Resale,12,7,12.74,18681627.0
Delhi,2200,1,3,Semi-Furnished,Independent House,North,Outskirts,Open,Resale,1,22,20.39,31728612.0
Pune,3852,2,4,Unfurnished,Apartment,North,Suburb,Covered,Resale,2,7,30.14,40779162.0
Kolkata,3116,5,1,Fully Furnished,Apartment,South,Outskirts,Open,New,5,15,26.57,27809862.0
Chennai,2209,4,1,Unfurnished,Apartment,North,Central,Covered,Resale,11,16,6.53,23722597.0
Pune,2397,4,3,Semi-Furnished,Villa,South,Outskirts,None,New,11,5,14.53,26210551.0
Mumbai,3331,5,2,Fully Furnished,Apartment,West,Outskirts,None,New,23,14,26.79,53648082.0
Pune,2530,4,3,Semi-Furnished,Apartment,East,Central,Covered,New,6,8,19.81,28024273.0
Delhi,3092,4,3,Unfurnished,Independent House,West,Suburb,None,New,23,3,26.04,43522392.0
Chennai,3576,1,3,Unfurnished,Apartment,West,Central,Covered,Resale,11,21,6.36,36867415.0
Mumbai,3196,3,2,Semi-Furnished,Villa,West,Outskirts,None,New,29,7,18.91,50873919.0
Delhi,1955,1,3,Unfurnished,Villa,East,Suburb,None,Resale,2,1,16.63,27808162.0
Kolkata,4090,5,1,Semi-Furnished,Independent House,East,Central,Open,Resale,2,29,19.62,36112203.0
Bangalore,3972,5,2,Semi-Furnished,Villa,West,Suburb,Open,Resale,34,26,16.73,51953565.0
Hyderabad,730,3,2,Unfurnished,Villa,North,Suburb,None,New,5,3,12.69,7514932.0
Mumbai,2344,1,1,Unfurnished,Villa,South,Suburb,Covered,New,19,8,15.78,36981037.0
Chennai,4358,1,4,Semi-Furnished,Villa,South,Outskirts,None,Resale,18,27,28.68,42883003.0
Pune,2084,1,2,Semi-Furnished,Villa,North,Outskirts,Covered,Resale,19,1,22.34,21572265.0
Kolkata,2836,2,2,Semi-Furnished,Villa,West,Suburb,Covered,New,18,3,10.5,24488200.0
Pune,1370,2,2,Fully Furnished,Independent House,South,Suburb,None,Resale,0,23,9.03,16274479.0
Mumbai,1146,1,4,Unfurnished,Apartment,North,Suburb,None,Resale,14,21,7.62,18482687.0
Kolkata,2584,2,3,Unfurnished,Villa,South,Outskirts,None,Resale,6,20,31.75,21473702.0
Chennai,1784,1,4,Unfurnished,Villa,East,Suburb,None,New,7,17,17.25,18809390.0
Mumbai,4430,5,1,Unfurnished,Independent House,North,Suburb,Open,New,22,8,7.28,71288730.0
Chennai,1418,1,1,Unfurnished,Independent House,West,Suburb,Open,New,22,11,25.66,13709201.0
Pune,2978,2,1,Semi-Furnished,Villa,West,Outskirts,None,New,0,3,19.17,31871677.0
Delhi,4340,3,2,Semi-Furnished,Independent House,South,Suburb,Open,Resale,23,22,20.85,60276283.0
Kolkata,2424,5,3,Fully Furnished,Villa,South,Suburb,Open,Resale,24,22,27.52,20753965.0
Bangalore,1942,4,3,Unfurnished,Apartment,North,Outskirts,Covered,New,0,7,5.28,27180935.0
Delhi,3111,3,2,Semi-Furnished,Apartment,South,Outskirts,Covered,Resale,4,19,15.63,44080829.0
Bangalore,3446,3,3,Unfurnished,Apartment,North,Outskirts,Open,Resale,7,8,18.41,45212694.0
Pune,1854,4,4,Fully Furnished,Villa,East,Central,Open,Resale,21,28,30.65,20350993.0
Kolkata,3403,5,1,Fully Furnished,Villa,East,Suburb,Covered,Resale,14,2,3.95,30416889.0
Delhi,2102,4,1,Fully Furnished,Villa,South,Outskirts,Covered,New,10,2,30.25,30811208.0
Delhi,4273,5,2,Semi-Furnished,Apartment,East,Outskirts,None,Resale,21,16,25.27,59675642.0
Mumbai,521,5,2,Fully Furnished,Independent House,East,Suburb,None,Resale,18,14,8.37,9083472.0
Hyderabad,1876,5,2,Unfurnished,Independent House,North,Central,None,New,8,20,15.23,18176983.0
Pune,665,3,2,Fully Furnished,Independent House,West,Suburb,Covered,New,3,25,10.88,8503357.0
Chennai,427,5,1,Fully Furnished,Independent House,South,Central,Covered,New,33,11,5.31,5523553.0
Pune,2524,4,2,Fully Furnished,Villa,West,Suburb,Covered,New,24,26,23.99,26653688.0
Chennai,831,3,1,Unfurnished,Independent House,North,Central,Covered,New,2,23,1.78,10025648.0
Kolkata,4177,5,3,Unfurnished,Apartment,North,Outskirts,Open,New,10,25,25.67,35483669.0
Chennai,1485,2,4,Fully Furnished,Villa,West,Outskirts,Covered,New,25,22,16.78,15031300.0
Bangalore,2494,2,3,Semi-Furnished,Apartment,South,Suburb,Covered,New,1,19,29.34,33468307.0
Chennai,2885,5,4,Semi-Furnished,Villa,South,Central,None,New,11,18,7.37,32013853.0
Chennai,500,2,2,Semi-Furnished,Apartment,West,Outskirts,None,Resale,19,25,9.48,4834073.0
Mumbai,2554,1,1,Fully Furnished,Apartment,North,Outskirts,Open,New,9,16,25.22,40465129.0
Delhi,3448,3,4,Fully Furnished,Apartment,North,Outskirts,Covered,Resale,30,27,29.33,47846842.0
Pune,1199,1,1,Semi-Furnished,Villa,West,Outskirts,None,Resale,3,11,6.51,12967030.0
Pune,4222,3,3,Semi-Furnished,Independent House,East,Outskirts,Covered,New,24,22,1.48,44603075.0
Kolkata,1695,4,2,Semi-Furnished,Independent House,East,Central,Open,Resale,33,18,33.9,14151397.0
Kolkata,834,2,2,Unfurnished,Independent House,East,Central,Open,Resale,29,13,30.49,6513927.0
Chennai,4204,2,4,Unfurnished,Independent House,West,Outskirts,None,Resale,30,11,26.31,40833656.0
Hyderabad,3013,2,3,Semi-Furnished,Villa,West,Central,None,New,26,5,5.81,27569101.0
Pune,1315,5,2,Unfurnished,Villa,North,Central,Covered,New,33,7,7.38,14765095.0
Kolkata,2675,3,3,Unfurnished,Villa,South,Suburb,Open,New,32,11,23.27,22374079.0
Chennai,1047,5,3,Fully Furnished,Independent House,South,Central,Covered,New,23,11,24.6,12521371.0
Kolkata,2695,2,1,Unfurnished,Villa,South,Suburb,Covered,Resale,26,5,22.28,22025874.0
Bangalore,4478,4,3,Fully Furnished,Villa,North,Suburb,None,Resale,22,0,29.25,58982145.0
Bangalore,1831,2,3,Fully Furnished,Villa,North,Outskirts,Covered,New,13,14,8.87,25419875.0
Kolkata,2761,5,3,Semi-Furnished,Apartment,West,Suburb,Open,New,3,2,30.05,24839519.0
Bangalore,1123,2,3,Unfurnished,Villa,West,Suburb,None,Resale,31,12,1.58,14152903.0
Kolkata,1947,1,2,Semi-Furnished,Independent House,North,Central,Covered,New,11,8,6.75,18373001.0
Chennai,1379,1,1,Fully Furnished,Apartment,East,Outskirts,Covered,New,7,17,22.79,13778056.0
Mumbai,483,5,4,Unfurnished,Apartment,South,Central,Covered,New,34,16,7.47,8879647.0
Hyderabad,3886,1,1,Semi-Furnished,Apartment,North,Outskirts,None,Resale,24,24,8.68,33422190.0
Chennai,1765,3,2,Semi-Furnished,Villa,East,Suburb,None,Resale,21,9,16.7,17931866.0
Mumbai,949,3,2,Semi-Furnished,Villa,North,Central,Open,New,26,22,19.22,15569989.0
Mumbai,3892,5,4,Fully Furnished,Villa,East,Outskirts,Covered,New,5,1,29.48,64518794.0
Pune,3162,1,2,Semi-Furnished,Independent House,South,Suburb,Covered,New,23,9,33.51,32920660.0
Chennai,4253,3,2,Semi-Furnished,Independent House,South,Outskirts,Open,Resale,12,4,1.79,43136153.0
Chennai,3599,1,1,Unfurnished,Independent House,West,Outskirts,None,New,34,1,3.25,35294568.0
Kolkata,551,2,1,Fully Furnished,Apartment,East,Outskirts,None,Resale,13,0,3.34,4980163.0
Mumbai,3898,1,1,Fully Furnished,Independent House,North,Suburb,Open,New,8,20,34.16,62440310.0
Mumbai,2612,1,4,Unfurnished,Apartment,North,Central,Open,Resale,3,4,25.98,42342721.0
Mumbai,3385,5,1,Semi-Furnished,Villa,East,Outskirts,Covered,Resale,10,17,18.04,55461205.0
Kolkata,4494,2,4,Semi-Furnished,Villa,South,Central,None,New,7,5,25.02,39665032.0
Pune,1967,3,2,Unfurnished,Apartment,West,Central,Open,New,26,22,21.02,20875014.0
Chennai,611,3,4,Unfurnished,Villa,North,Central,None,Resale,15,25,26.6,6570942.0
Mumbai,2579,1,4,Fully Furnished,Villa,South,Suburb,None,New,31,23,8.73,41974359.0
Bangalore,3623,4,3,Unfurnished,Villa,South,Suburb,Covered,New,18,18,32.18,47520426.0
Chennai,1926,4,3,Semi-Furnished,Villa,North,Central,Covered,Resale,6,28,27.18,21661762.0
Kolkata,921,3,2,Semi-Furnished,Villa,West,Outskirts,None,New,1,4,21.26,8362528.0
Pune,4346,1,2,Semi-Furnished,Independent House,North,Outskirts,None,New,30,6,2.56,44479313.0
Bangalore,2102,1,1,Fully Furnished,Villa,South,Suburb,Open,New,9,7,9.89,28010431.0
Kolkata,417,2,4,Semi-Furnished,Villa,South,Outskirts,Open,New,34,5,26.48,3355846.0
Delhi,3880,5,3,Unfurnished,Apartment,South,Suburb,Covered,Resale,0,5,5.53,56561469.0
Chennai,2119,4,1,Fully Furnished,Apartment,West,Suburb,Covered,New,34,4,2.6,21054726.0
Delhi,3716,1,3,Fully Furnished,Apartment,North,Outskirts,Open,Resale,7,17,19.05,52186940.0
Kolkata,4414,3,1,Fully Furnished,Villa,South,Suburb,Covered,New,31,25,10.35,37589426.0
Kolkata,1278,4,3,Semi-Furnished,Independent House,North,Suburb,Covered,New,11,28,31.94,12292777.0
Kolkata,993,5,1,Unfurnished,Apartment,East,Outskirts,Open,New,34,28,10.0,7334593.0
Mumbai,2009,1,4,Fully Furnished,Apartment,North,Suburb,None,Resale,1,3,18.08,33203681.0
Pune,1275,4,1,Fully Furnished,Villa,South,Outskirts,Open,Resale,2,5,24.62,14565217.0
Mumbai,3631,1,2,Fully Furnished,Independent House,South,Suburb,None,Resale,24,28,11.09,57839223.0
Pune,2848,5,1,Unfurnished,Independent House,South,Suburb,Covered,New,20,13,25.18,30068554.0
Hyderabad,2536,2,3,Unfurnished,Villa,West,Outskirts,None,New,4,17,19.21,23444713.0
Mumbai,2453,4,4,Semi-Furnished,Independent House,South,Suburb,None,New,9,19,15.19,41247763.0
Delhi,483,5,1,Unfurnished,Apartment,East,Outskirts,Covered,New,25,25,31.08,5919131.0
Pune,1839,2,1,Semi-Furnished,Independent House,South,Central,Open,New,4,24,33.76,19680656.0
Mumbai,3068,2,2,Unfurnished,Apartment,South,Central,Open,New,0,18,22.64,50431705.0
Chennai,2619,5,3,Semi-Furnished,Independent House,West,Suburb,Covered,Resale,16,23,11.79,27868528.0
Kolkata,1098,3,2,Semi-Furnished,Apartment,South,Suburb,None,Resale,13,29,32.28,8239963.0
Pune,2220,5,1,Semi-Furnished,Apartment,South,Central,Covered,Resale,21,8,19.07,24200831.0
Pune,1498,1,4,Fully Furnished,Apartment,East,Outskirts,Open,Resale,10,8,26.56,15027771.0
Mumbai,3294,3,3,Semi-Furnished,Villa,East,Central,None,Resale,31,24,2.01,53756295.0
Hyderabad,3817,2,1,Fully Furnished,Villa,South,Suburb,Covered,Resale,11,0,20.9,35211675.0
Mumbai,648,4,1,Unfurnished,Independent House,North,Central,Open,New,15,27,2.02,11376882.0
Delhi,2357,2,3,Fully Furnished,Independent House,East,Suburb,Open,Resale,0,8,30.32,33505899.0
Delhi,2290,4,2,Semi-Furnished,Independent House,West,Central,None,New,4,5,29.49,33773561.0
Pune,3767,4,4,Fully Furnished,Apartment,South,Suburb,Open,Resale,2,13,18.8,40904460.0
Pune,2515,5,2,Semi-Furnished,Apartment,East,Central,Covered,Resale,31,20,27.98,26596969.0
Mumbai,3463,5,2,Fully Furnished,Independent House,South,Outskirts,None,New,15,21,6.74,57178898.0
Delhi,2206,2,4,Unfurnished,Apartment,East,Central,None,Resale,32,10,20.19,30009366.0
Delhi,695,5,1,Fully Furnished,Apartment,South,Central,Covered,New,19,6,18.11,11017704.0
Hyderabad,3094,2,3,Semi-Furnished,Apartment,North,Outskirts,None,New,27,17,22.27,27326514.0
Chennai,2391,5,3,Fully Furnished,Villa,North,Central,None,New,21,5,31.49,25621369.0
Hyderabad,4339,5,2,Semi-Furnished,Independent House,South,Central,None,New,3,28,9.96,41283588.0
Bangalore,431,4,2,Semi-Furnished,Independent House,East,Suburb,Open,New,32,7,17.62,6024423.0
Kolkata,4275,3,1,Unfurnished,Villa,South,Suburb,Open,Resale,6,19,22.91,37205638.0
Hyderabad,1192,5,4,Semi-Furnished,Independent House,East,Suburb,None,New,5,17,11.05,13059253.0
Mumbai,1489,5,4,Semi-Furnished,Apartment,West,Outskirts,None,Resale,24,24,22.23,23034159.0
Chennai,629,2,3,Unfurnished,Apartment,North,Suburb,Open,New,4,1,26.54,7163528.0
Mumbai,3180,4,4,Semi-Furnished,Independent House,West,Central,Open,Resale,25,21,7.05,51691379.0
Kolkata,1189,4,2,Fully Furnished,Independent House,East,Suburb,None,Resale,9,5,29.55,10741383.0
Bangalore,2198,3,1,Unfurnished,Apartment,West,Suburb,Covered,Resale,4,4,30.88,28263577.0
Chennai,4380,3,1,Unfurnished,Apartment,North,Suburb,Covered,Resale,27,12,16.46,42509228.0
Pune,3640,3,2,Semi-Furnished,Independent House,West,Central,Covered,Resale,9,15,34.12,39267997.0
Delhi,4256,5,3,Semi-Furnished,Independent House,North,Outskirts,None,New,16,0,18.23,60943207.0
Hyderabad,713,2,2,Unfurnished,Apartment,North,Outskirts,Covered,New,23,29,14.46,5672790.0
Mumbai,632,1,1,Fully Furnished,Villa,West,Central,Covered,Resale,10,11,15.44,11377949.0
Bangalore,3907,2,1,Semi-Furnished,Villa,East,Suburb,Open,New,2,2,13.85,51589770.0
Delhi,1429,4,1,Fully Furnished,Apartment,East,Outskirts,Open,New,6,23,22.12,20789673.0
Hyderabad,4006,3,4,Semi-Furnished,Apartment,North,Suburb,None,New,22,21,2.86,36474830.0
Delhi,3111,1,2,Semi-Furnished,Apartment,West,Outskirts,Covered,Resale,9,1,11.28,43668527.0
Hyderabad,2688,4,3,Unfurnished,Villa,South,Suburb,Covered,Resale,26,13,30.61,24212746.0
Pune,4399,3,2,Unfurnished,Villa,West,Suburb,None,New,10,22,5.46,47945905.0
Chennai,3005,1,2,Fully Furnished,Villa,South,Central,Open,New,29,29,24.09,30378535.0
Delhi,3744,2,2,Unfurnished,Villa,West,Outskirts,Open,Resale,0,9,26.1,52324807.0
Delhi,2522,4,4,Fully Furnished,Independent House,South,Central,Open,New,23,10,28.49,36705314.0
Delhi,2730,5,2,Fully Furnished,Villa,North,Outskirts,Covered,New,8,26,1.67,40299432.0
Chennai,4179,1,1,Unfurnished,Apartment,East,Central,Covered,Resale,16,1,32.54,41103044.0
Bangalore,1280,1,3,Fully Furnished,Villa,East,Central,None,New,9,0,23.45,17815355.0
Hyderabad,3377,2,4,Unfurnished,Apartment,South,Suburb,None,Resale,15,29,33.84,29258060.0
Pune,1572,2,4,Fully Furnished,Apartment,East,Outskirts,None,New,23,5,33.35,15206323.0
Delhi,559,4,4,Fully Furnished,Villa,North,Central,None,Resale,30,8,33.72,7956838.0
Kolkata,2893,5,4,Semi-Furnished,Apartment,East,Central,Covered,New,30,17,17.85,25043603.0
Chennai,2529,3,1,Unfurnished,Apartment,North,Central,Open,New,11,18,33.79,25221852.0
Bangalore,3478,1,1,Unfurnished,Villa,South,Central,Covered,New,27,13,13.02,45328693.0
Hyderabad,2629,1,3,Unfurnished,Independent House,West,Central,Covered,New,21,0,28.91,23906576.0
Chennai,3317,4,2,Unfurnished,Villa,East,Outskirts,Covered,New,9,5,29.1,33504384.0
Pune,3413,3,4,Semi-Furnished,Independent House,South,Outskirts,Covered,Resale,4,5,9.48,36923088.0
Pune,1949,3,2,Semi-Furnished,Villa,South,Outskirts,Open,New,30,29,31.34,19736965.0
Hyderabad,3785,3,2,Semi-Furnished,Independent House,West,Suburb,Open,Resale,2,14,18.56,35279837.0
Delhi,1979,4,3,Semi-Furnished,Apartment,East,Central,Covered,Resale,4,21,2.97,29871027.0
Pune,3771,1,4,Unfurnished,Independent House,South,Suburb,None,New,34,22,23.35,37990924.0
Bangalore,2360,2,2,Fully Furnished,Independent House,East,Suburb,Covered,New,2,21,8.59,32173583.0
Chennai,4244,1,3,Unfurnished,Apartment,South,Central,Covered,Resale,29,24,9.53,41541212.0
Bangalore,2790,2,2,Unfurnished,Villa,East,Central,None,New,27,28,30.69,36040321.0
Delhi,1819,2,3,Semi-Furnished,Independent House,South,Suburb,Open,New,18,24,19.28,25542056.0
Bangalore,4317,4,1,Semi-Furnished,Villa,North,Central,None,New,8,16,31.27,57824578.0
Bangalore,4235,3,3,Unfurnished,Independent House,East,Central,None,New,9,25,26.64,56607092.0
Mumbai,4030,4,3,Unfurnished,Apartment,North,Suburb,Open,New,13,26,19.05,65422364.0
Bangalore,562,2,1,Fully Furnished,Villa,East,Suburb,Covered,Resale,26,27,15.98,6767685.0
Hyderabad,515,1,4,Semi-Furnished,Independent House,West,Suburb,None,Resale,17,8,22.03,3970931.0
Chennai,1870,2,3,Fully Furnished,Independent House,South,Outskirts,Open,New,16,9,31.92,18549304.0
Mumbai,3479,4,3,Unfurnished,Villa,North,Suburb,None,Resale,17,28,8.24,56056989.0
